Jun 03 15:16:20 ip-172-31-21-16 kubelet[4419]: I0603 15:16:20.877718    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.39] for pod "acmeair-flightservice-76d48bfb54-gqlw6_default(aa6b071f-1253-46dd-8164-3d242092a7c0)" after sandbox changed
Jun 03 15:16:20 ip-172-31-21-16 kubelet[4419]: I0603 15:16:20.881109    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.40] for pod "acmeair-flightservice-76d48bfb54-rmz7p_default(3a965983-94af-4205-8eb9-3f50cc3dce95)" after sandbox changed
Jun 03 15:16:20 ip-172-31-21-16 kubelet[4419]: I0603 15:16:20.885314    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.41] for pod "acmeair-flightservice-76d48bfb54-5tktc_default(17b47d37-9c87-4f5a-b875-4e82b06f067c)" after sandbox changed
Jun 03 15:16:21 ip-172-31-21-16 kubelet[4419]: I0603 15:16:21.119798    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-qxlvz" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:16:21 ip-172-31-21-16 kubelet[4419]: I0603 15:16:21.166800    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-5tktc" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:16:21 ip-172-31-21-16 kubelet[4419]: I0603 15:16:21.198369    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-rmz7p" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:16:21 ip-172-31-21-16 kubelet[4419]: I0603 15:16:21.229647    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-gqlw6" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:16:19 ip-172-31-21-224 kubelet[4433]: I0603 15:16:19.692999    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-nz4bx_default(bdea1ad1-2bef-4832-a399-e653ff680788)"
Jun 03 15:16:19 ip-172-31-21-224 kubelet[4433]: I0603 15:16:19.721154    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-52srv_default(8551ab15-6d24-4a82-8521-4333f060314b)"
Jun 03 15:16:19 ip-172-31-21-224 kubelet[4433]: I0603 15:16:19.739538    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-6b4hq_default(dc6623c2-ee94-4424-9dac-041ebef79526)"
Jun 03 15:16:22 ip-172-31-21-224 kubelet[4433]: I0603 15:16:22.129924    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-6b4hq_default"
Jun 03 15:16:22 ip-172-31-21-224 kubelet[4433]: I0603 15:16:22.150772    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-52srv_default"
Jun 03 15:16:22 ip-172-31-21-224 kubelet[4433]: I0603 15:16:22.193905    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-nz4bx_default"
Jun 03 15:16:22 ip-172-31-21-224 kubelet[4433]: I0603 15:16:22.304821    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.31] for pod "acmeair-flightservice-76d48bfb54-6b4hq_default(dc6623c2-ee94-4424-9dac-041ebef79526)" after sandbox changed
Jun 03 15:16:22 ip-172-31-21-224 kubelet[4433]: I0603 15:16:22.321145    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.32] for pod "acmeair-flightservice-76d48bfb54-52srv_default(8551ab15-6d24-4a82-8521-4333f060314b)" after sandbox changed
Jun 03 15:16:22 ip-172-31-21-224 kubelet[4433]: I0603 15:16:22.347538    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.33] for pod "acmeair-flightservice-76d48bfb54-nz4bx_default(bdea1ad1-2bef-4832-a399-e653ff680788)" after sandbox changed
Jun 03 15:16:22 ip-172-31-21-224 kubelet[4433]: I0603 15:16:22.584301    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-52srv" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:16:22 ip-172-31-21-224 kubelet[4433]: I0603 15:16:22.626632    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-6b4hq" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:16:22 ip-172-31-21-224 kubelet[4433]: I0603 15:16:22.641653    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-nz4bx" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:18:05 ip-172-31-17-97 kubelet[4436]: I0603 15:18:05.864951    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-txknl_default(0c33421a-8a0f-4630-94ef-3a56e047646d)"
Jun 03 15:18:05 ip-172-31-17-97 kubelet[4436]: I0603 15:18:05.917943    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-l6tv8_default(c8fe41a9-9d78-4e5b-9fc4-03e83d4a5289)"
Jun 03 15:18:05 ip-172-31-17-97 kubelet[4436]: I0603 15:18:05.935904    4436 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-25tzk_default(f6d17dc7-9b42-4019-8ab2-cb6633f25330)"
Jun 03 15:18:06 ip-172-31-17-97 kubelet[4436]: I0603 15:18:06.675519    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-txknl_default"
Jun 03 15:18:06 ip-172-31-17-97 kubelet[4436]: I0603 15:18:06.680560    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-25tzk_default"
Jun 03 15:18:06 ip-172-31-17-97 kubelet[4436]: I0603 15:18:06.686607    4436 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-l6tv8_default"
Jun 03 15:18:06 ip-172-31-17-97 kubelet[4436]: I0603 15:18:06.834312    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.35] for pod "acmeair-flightservice-76d48bfb54-l6tv8_default(c8fe41a9-9d78-4e5b-9fc4-03e83d4a5289)" after sandbox changed
Jun 03 15:18:06 ip-172-31-17-97 kubelet[4436]: I0603 15:18:06.834370    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.34] for pod "acmeair-flightservice-76d48bfb54-25tzk_default(f6d17dc7-9b42-4019-8ab2-cb6633f25330)" after sandbox changed
Jun 03 15:18:06 ip-172-31-17-97 kubelet[4436]: I0603 15:18:06.836037    4436 kuberuntime_manager.go:782] Determined the ip [100.96.1.36] for pod "acmeair-flightservice-76d48bfb54-txknl_default(0c33421a-8a0f-4630-94ef-3a56e047646d)" after sandbox changed
Jun 03 15:18:07 ip-172-31-17-97 kubelet[4436]: I0603 15:18:07.193573    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-l6tv8" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:18:07 ip-172-31-17-97 kubelet[4436]: I0603 15:18:07.256807    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-25tzk" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:18:07 ip-172-31-17-97 kubelet[4436]: I0603 15:18:07.273825    4436 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-txknl" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:18:05 ip-172-31-21-16 kubelet[4419]: I0603 15:18:05.839488    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-zs97g_default(2d18fa1c-e31e-4982-abc5-65a7dbcb5427)"
Jun 03 15:18:05 ip-172-31-21-16 kubelet[4419]: I0603 15:18:05.918098    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-gg8fs_default(29823074-60d8-4b08-9a4e-d1a8f9719c1e)"
Jun 03 15:18:05 ip-172-31-21-16 kubelet[4419]: I0603 15:18:05.918258    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-5gkbv_default(ca8cec44-ee02-46ef-af40-87ad5e2f49d7)"
Jun 03 15:18:05 ip-172-31-21-16 kubelet[4419]: I0603 15:18:05.939027    4419 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-tqdtk_default(c00ea5a3-9678-4243-b6ef-b4096be6f0db)"
Jun 03 15:18:06 ip-172-31-21-16 kubelet[4419]: I0603 15:18:06.807455    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-zs97g_default"
Jun 03 15:18:06 ip-172-31-21-16 kubelet[4419]: I0603 15:18:06.872038    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-gg8fs_default"
Jun 03 15:18:06 ip-172-31-21-16 kubelet[4419]: I0603 15:18:06.923746    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-tqdtk_default"
Jun 03 15:18:06 ip-172-31-21-16 kubelet[4419]: I0603 15:18:06.944408    4419 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-5gkbv_default"
Jun 03 15:18:06 ip-172-31-21-16 kubelet[4419]: I0603 15:18:06.957679    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.42] for pod "acmeair-flightservice-76d48bfb54-zs97g_default(2d18fa1c-e31e-4982-abc5-65a7dbcb5427)" after sandbox changed
Jun 03 15:18:06 ip-172-31-21-16 kubelet[4419]: I0603 15:18:06.973541    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.43] for pod "acmeair-flightservice-76d48bfb54-gg8fs_default(29823074-60d8-4b08-9a4e-d1a8f9719c1e)" after sandbox changed
Jun 03 15:18:07 ip-172-31-21-16 kubelet[4419]: I0603 15:18:07.032717    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.44] for pod "acmeair-flightservice-76d48bfb54-tqdtk_default(c00ea5a3-9678-4243-b6ef-b4096be6f0db)" after sandbox changed
Jun 03 15:18:07 ip-172-31-21-16 kubelet[4419]: I0603 15:18:07.058862    4419 kuberuntime_manager.go:782] Determined the ip [100.96.3.45] for pod "acmeair-flightservice-76d48bfb54-5gkbv_default(ca8cec44-ee02-46ef-af40-87ad5e2f49d7)" after sandbox changed
Jun 03 15:18:07 ip-172-31-21-16 kubelet[4419]: I0603 15:18:07.188644    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-gg8fs" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:18:07 ip-172-31-21-16 kubelet[4419]: I0603 15:18:07.208867    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-zs97g" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:18:07 ip-172-31-21-16 kubelet[4419]: I0603 15:18:07.327664    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-5gkbv" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:18:07 ip-172-31-21-16 kubelet[4419]: I0603 15:18:07.353273    4419 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-tqdtk" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:18:05 ip-172-31-21-224 kubelet[4433]: I0603 15:18:05.851856    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-m66cl_default(bd1d195d-b06b-409b-91b3-a58c9c555661)"
Jun 03 15:18:05 ip-172-31-21-224 kubelet[4433]: I0603 15:18:05.911916    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-66jmw_default(5a46fb7e-10e5-4e79-bcba-669fe5513839)"
Jun 03 15:18:05 ip-172-31-21-224 kubelet[4433]: I0603 15:18:05.923746    4433 config.go:383] Receiving a new pod "acmeair-flightservice-76d48bfb54-r2k6c_default(f4df07da-8834-4345-b9bb-242b01c4731b)"
Jun 03 15:18:06 ip-172-31-21-224 kubelet[4433]: I0603 15:18:06.856639    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-66jmw_default"
Jun 03 15:18:06 ip-172-31-21-224 kubelet[4433]: I0603 15:18:06.885408    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-m66cl_default"
Jun 03 15:18:06 ip-172-31-21-224 kubelet[4433]: I0603 15:18:06.959235    4433 plugins.go:417] Calling network plugin cni to set up pod "acmeair-flightservice-76d48bfb54-r2k6c_default"
Jun 03 15:18:06 ip-172-31-21-224 kubelet[4433]: I0603 15:18:06.992219    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.34] for pod "acmeair-flightservice-76d48bfb54-66jmw_default(5a46fb7e-10e5-4e79-bcba-669fe5513839)" after sandbox changed
Jun 03 15:18:07 ip-172-31-21-224 kubelet[4433]: I0603 15:18:07.047061    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.35] for pod "acmeair-flightservice-76d48bfb54-m66cl_default(bd1d195d-b06b-409b-91b3-a58c9c555661)" after sandbox changed
Jun 03 15:18:07 ip-172-31-21-224 kubelet[4433]: I0603 15:18:07.107034    4433 kuberuntime_manager.go:782] Determined the ip [100.96.2.36] for pod "acmeair-flightservice-76d48bfb54-r2k6c_default(f4df07da-8834-4345-b9bb-242b01c4731b)" after sandbox changed
Jun 03 15:18:07 ip-172-31-21-224 kubelet[4433]: I0603 15:18:07.284021    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-66jmw" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:18:07 ip-172-31-21-224 kubelet[4433]: I0603 15:18:07.302348    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-r2k6c" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
Jun 03 15:18:07 ip-172-31-21-224 kubelet[4433]: I0603 15:18:07.321937    4433 event.go:291] "Event occurred" object="default/acmeair-flightservice-76d48bfb54-m66cl" kind="Pod" apiVersion="v1" type="Normal" reason="Started" message="Started container acmeair-flightservice-java"
